Events,Temp_Avg_Celsius,Precipitations_cm,date,count
"",31.666666666666668,0.0,2016-07-22,420
"",21.11111111111111,0.0,2014-10-04,1894
"",28.88888888888889,0.10160000000000001,2016-08-25,382
"Fog , Rain , Thunderstorm",26.666666666666668,1.2446,2014-06-25,264
"",22.77777777777778,0.0,2014-03-31,337
"Rain , Thunderstorm",2.7777777777777777,1.6002,2015-01-01,36
"",19.444444444444446,0.0,2015-02-21,1024
"",3.3333333333333335,0.0,2014-11-14,188
"Rain , Thunderstorm",18.333333333333336,5.5372,2016-03-09,157
"",26.666666666666668,0.0,2014-06-01,573
"",25.555555555555557,0.0,2014-09-30,329
"",5.555555555555555,0.0,2016-01-10,452
"",22.77777777777778,0.0,2015-03-25,396
"",28.88888888888889,0.0,2015-07-05,898
"",8.88888888888889,0.0,2016-01-18,722
"",15.0,0.0,2015-01-18,788
"",22.22222222222222,0.0,2015-03-30,523
"",28.333333333333336,0.0,2014-06-07,712
"",30.0,0.0,2014-07-08,330
"",26.666666666666668,"",2016-05-22,637
"",17.22222222222222,0.0,2015-11-09,492
"",21.666666666666668,0.0,2015-03-29,802
"",23.88888888888889,0.0,2016-09-29,779
"",13.88888888888889,0.0,2017-03-14,1764
"",31.111111111111114,0.0,2015-08-18,426
"",30.555555555555557,0.0,2016-09-20,351
Thunderstorm,30.0,0.0,2016-07-28,417
"",28.88888888888889,"",2014-06-16,378
"",15.0,0.0,2014-03-20,443
Rain,28.333333333333336,"",2014-06-08,522
"",14.444444444444445,0.0,2016-02-27,926
"",29.444444444444446,0.0,2015-08-28,356
"Rain , Thunderstorm",23.333333333333336,0.025400000000000002,2014-04-21,463
"",23.333333333333336,0.0,2014-05-16,477
"",31.666666666666668,0.0,2017-07-14,497
"",20.0,"",2017-03-08,412
"Rain , Thunderstorm",26.666666666666668,0.4318,2017-06-04,505
Rain,2.2222222222222223,0.050800000000000005,2015-01-09,131
Rain,18.88888888888889,"",2014-02-01,285
"",17.22222222222222,0.0,2016-02-16,375
"",30.555555555555557,0.0,2014-08-12,281
"",25.0,0.0,2016-10-25,377
"",19.444444444444446,0.0,2015-01-27,281
"",20.0,0.0,2015-02-08,696
"",22.77777777777778,0.0,2014-04-23,447
"Rain , Thunderstorm",22.22222222222222,"",2017-04-17,557
Fog,16.11111111111111,0.0,2016-01-07,801
"",27.77777777777778,0.0,2015-06-08,423
"",7.777777777777779,0.0,2015-12-18,244
"Rain , Thunderstorm",28.88888888888889,0.0762,2014-10-02,420
"",28.88888888888889,0.0,2016-10-18,402
"Rain , Thunderstorm",24.444444444444446,0.7365999999999999,2015-05-08,392
"",21.11111111111111,"",2016-10-01,1889
Rain,24.444444444444446,0.254,2017-04-10,441
"",8.88888888888889,0.0,2016-01-09,728
"",16.666666666666668,0.0,2014-12-06,568
Rain,17.77777777777778,0.050800000000000005,2015-04-05,428
"",30.555555555555557,0.0,2016-09-07,315
Rain,25.555555555555557,0.48260000000000003,2016-06-01,442
"Fog , Rain , Thunderstorm",25.555555555555557,3.4036000000000004,2015-06-16,150
"",28.333333333333336,0.0,2014-06-06,588
"",28.333333333333336,0.0,2015-08-29,814
"Rain , Thunderstorm",21.666666666666668,0.40640000000000004,2016-05-18,612
"",12.222222222222223,0.0,2014-01-17,110
"Rain , Thunderstorm",16.11111111111111,2.3876,2014-05-13,171
"",31.666666666666668,0.0,2015-08-23,485
Rain,27.222222222222225,0.025400000000000002,2017-06-27,448
"Rain , Thunderstorm",13.88888888888889,0.508,2014-04-06,242
"",6.111111111111112,0.0,2014-11-18,154
Rain,19.444444444444446,0.1778,2015-11-01,730
Rain,25.0,0.254,2016-06-04,827
"",28.88888888888889,0.0,2015-06-29,375
Rain,13.88888888888889,3.8354,2014-11-05,46
"",17.22222222222222,0.0,2015-04-04,923
"",30.0,0.0,2015-09-18,555
"",27.222222222222225,0.0,2016-10-15,915
"",26.11111111111111,0.0,2015-06-02,363
Rain,11.11111111111111,0.1778,2017-01-14,520
"Rain , Thunderstorm",24.444444444444446,"",2014-05-09,424
"",29.444444444444446,0.0,2016-06-20,449
"Rain , Thunderstorm",28.88888888888889,0.025400000000000002,2016-09-04,1114
"",26.11111111111111,0.0,2015-10-15,496
"",21.666666666666668,0.0,2017-05-01,507
"",30.0,0.0,2014-09-09,276
"",7.777777777777779,0.0,2013-12-24,85
"",19.444444444444446,0.0,2014-02-14,272
"Rain , Thunderstorm",26.11111111111111,"",2015-05-30,726
"Fog , Rain , Thunderstorm",23.333333333333336,2.7178,2016-11-03,294
Rain,26.11111111111111,0.3556,2017-06-24,868
"Rain , Thunderstorm",28.88888888888889,"",2015-09-25,481
"",8.88888888888889,0.0,2015-11-23,275
"Rain , Thunderstorm",31.666666666666668,1.9304000000000001,2016-07-25,368
"",21.666666666666668,0.0,2017-04-01,831
"",5.0,0.0,2015-01-07,140
"",12.222222222222223,0.0,2014-01-01,267
"Fog , Rain",11.11111111111111,0.025400000000000002,2015-03-03,147
"",12.222222222222223,0.0,2014-12-01,148
"",15.555555555555557,0.0,2014-03-12,1905
"",21.666666666666668,0.0,2016-05-06,737
"",14.444444444444445,0.0,2014-03-24,338
Rain,28.333333333333336,0.40640000000000004,2016-08-28,487
"",26.666666666666668,0.0,2017-05-15,491
"",27.222222222222225,0.0,2016-09-11,542
"",24.444444444444446,0.0,2014-05-10,725
"",27.222222222222225,0.0,2016-06-07,510
Rain,25.555555555555557,0.050800000000000005,2015-05-07,388
"Rain , Thunderstorm",20.0,0.1778,2016-03-18,2047
Rain,21.11111111111111,0.025400000000000002,2015-11-16,249
"",25.555555555555557,0.0,2014-07-19,826
"Rain , Thunderstorm",13.88888888888889,2.1844,2017-02-14,187
"",17.77777777777778,0.0,2015-11-12,407
"",24.444444444444446,0.0,2014-05-19,361
Rain,15.555555555555557,0.025400000000000002,2015-11-14,477
"",29.444444444444446,0.0,2014-07-12,709
"",31.666666666666668,0.0,2016-07-09,558
"Fog , Rain",20.0,0.1778,2014-03-15,2587
"",21.11111111111111,0.0,2014-03-11,2080
"",12.777777777777779,0.0,2017-01-29,465
Rain,17.22222222222222,0.4318,2016-11-09,325
"",23.333333333333336,0.0,2017-05-13,869
"",13.88888888888889,0.0,2014-01-04,173
"",30.0,0.0,2014-06-29,403
Rain,17.77777777777778,0.050800000000000005,2016-03-29,424
"",29.444444444444446,0.0,2014-08-30,605
"",1.6666666666666667,0.0,2014-01-07,48
Rain,7.222222222222222,0.050800000000000005,2014-02-02,19
Thunderstorm,27.77777777777778,0.0,2015-06-18,376
Rain,23.333333333333336,"",2014-09-27,792
Rain,8.333333333333334,0.050800000000000005,2014-01-27,66
"",29.444444444444446,"",2015-07-07,399
Rain,9.444444444444445,0.050800000000000005,2017-02-04,132
"",16.666666666666668,0.0,2017-03-15,1937
"Rain , Thunderstorm",20.555555555555557,1.2446,2016-11-22,313
Rain,17.77777777777778,"",2014-04-04,528
"",32.22222222222222,0.0,2016-07-15,523
"",26.666666666666668,0.0,2016-06-06,543
Rain,13.333333333333334,0.7874,2015-01-31,122
"",23.333333333333336,0.127,2016-03-23,544
"Rain , Thunderstorm",26.11111111111111,0.127,2015-11-05,363
Thunderstorm,31.666666666666668,0.0,2015-08-15,696
"",30.555555555555557,0.0,2017-06-20,405
"",25.0,0.0,2015-10-06,589
"",22.22222222222222,0.0,2016-10-02,1850
"Rain , Thunderstorm",23.88888888888889,6.604,2015-05-17,593
"",26.666666666666668,0.0,2017-04-21,824
"",21.666666666666668,0.0,2016-11-16,374
"",23.88888888888889,0.0,2017-04-14,1111
"",28.333333333333336,0.0,2015-06-10,430
