Events,Temp_Avg_Celsius,Precipitations_cm,date,count
"",30.0,0.0,2016-06-14,533
"Fog , Rain , Thunderstorm",25.555555555555557,1.2446,2015-06-20,633
"",18.333333333333336,0.0,2015-02-20,366
Fog,16.666666666666668,"",2017-02-05,316
"",29.444444444444446,0.0,2014-07-07,349
"",22.22222222222222,0.0,2015-10-03,1856
"",0.0,0.0,2017-01-07,81
"",17.22222222222222,0.0,2015-12-24,266
Rain,27.222222222222225,"",2015-07-01,396
"",16.666666666666668,0.0,2014-03-14,2808
Rain,28.88888888888889,"",2016-09-13,369
"",24.444444444444446,0.0,2015-04-02,610
Rain,11.666666666666668,"",2015-01-30,273
Rain,16.666666666666668,"",2014-02-25,92
"",22.77777777777778,0.0,2014-10-24,700
"",17.22222222222222,0.0,2015-02-14,1552
"",30.555555555555557,0.0,2014-07-28,384
"",12.222222222222223,0.0,2014-01-22,81
"Fog , Rain",25.0,"",2016-10-14,679
"",32.77777777777778,0.0,2014-08-16,490
"",31.111111111111114,0.0,2014-08-28,274
"",31.666666666666668,0.0,2014-08-24,404
"",23.333333333333336,0.0,2017-01-12,293
"",29.444444444444446,0.0,2016-07-29,555
Rain,25.555555555555557,0.2794,2016-08-21,387
"",28.333333333333336,0.0,2015-06-25,413
Rain,28.333333333333336,0.10160000000000001,2016-08-22,343
"",29.444444444444446,0.0,2015-07-08,450
Thunderstorm,27.77777777777778,0.10160000000000001,2015-04-25,1103
"",23.88888888888889,0.0,2017-03-18,2210
"",23.88888888888889,0.0,2014-04-12,953
"",12.222222222222223,0.0,2014-12-03,212
"Rain , Thunderstorm",30.555555555555557,0.025400000000000002,2016-09-24,704
"",16.11111111111111,0.0,2015-12-25,329
"",11.666666666666668,0.0,2014-11-25,315
Rain,25.555555555555557,0.20320000000000002,2015-05-14,318
"",31.666666666666668,0.0,2017-07-27,370
"",32.22222222222222,0.0,2015-08-14,447
"",3.8888888888888893,"",2014-12-31,137
"",17.77777777777778,0.0,2017-02-17,687
"",27.222222222222225,0.0,2014-09-21,551
"",7.777777777777779,0.0,2014-12-24,147
"Rain , Thunderstorm",28.88888888888889,0.1778,2014-07-03,429
"Rain , Thunderstorm",10.555555555555555,1.9304000000000001,2015-01-03,366
"Rain , Thunderstorm",17.77777777777778,"",2016-05-02,410
"",10.555555555555555,0.0,2014-01-21,71
"",32.22222222222222,0.0,2016-07-08,451
"",21.666666666666668,0.0,2015-10-27,423
"",12.222222222222223,0.0,2015-01-06,225
Rain,27.77777777777778,0.1524,2016-08-29,238
"",10.555555555555555,0.0,2015-12-19,421
Rain,11.11111111111111,"",2016-01-03,742
"",21.666666666666668,0.0,2015-03-24,401
"Rain , Thunderstorm",24.444444444444446,0.2286,2015-04-13,467
"Fog , Rain , Thunderstorm",22.22222222222222,6.223000000000001,2014-05-12,211
"",22.22222222222222,0.0,2014-04-10,314
"",32.22222222222222,0.0,2016-07-04,1004
"",21.666666666666668,0.0,2016-10-11,686
"Rain , Thunderstorm",21.11111111111111,3.9624,2014-05-26,284
Rain,20.0,0.1778,2014-12-14,206
Thunderstorm,26.666666666666668,"",2014-05-25,1140
"",30.0,0.0,2015-07-17,563
"",10.555555555555555,"",2013-12-28,194
Rain,21.11111111111111,0.0762,2015-05-22,396
"",21.11111111111111,0.0,2016-02-29,373
"",1.1111111111111112,0.0,2015-02-24,73
"Rain , Thunderstorm",15.0,0.381,2016-03-24,600
"",7.222222222222222,0.0,2014-02-27,157
Rain,16.666666666666668,0.3302,2016-11-23,544
Rain,6.666666666666667,0.2794,2014-02-26,52
"",30.555555555555557,0.0,2014-07-31,298
"",30.555555555555557,0.0,2014-08-27,257
"Rain , Thunderstorm",23.88888888888889,3.8608000000000002,2014-07-18,406
"Rain , Thunderstorm",25.555555555555557,2.3368,2016-08-14,247
Fog,6.111111111111112,0.0,2014-12-30,230
"",16.11111111111111,0.0,2017-01-31,330
"",28.88888888888889,0.0,2015-09-03,406
Rain,20.555555555555557,0.050800000000000005,2017-05-22,540
"",31.666666666666668,0.0,2016-07-12,483
"",9.444444444444445,"",2017-02-03,243
"",32.22222222222222,0.0,2015-07-31,404
Rain,13.88888888888889,0.050800000000000005,2014-12-10,152
"",30.555555555555557,0.0,2015-08-16,494
"",31.111111111111114,0.0,2017-06-22,431
"",26.666666666666668,0.0,2015-09-12,774
"Rain , Thunderstorm",28.88888888888889,0.050800000000000005,2014-09-16,266
"",30.555555555555557,0.0,2016-07-30,750
"Rain , Thunderstorm",27.77777777777778,0.6096,2017-06-03,826
"",25.0,0.0,2015-11-11,409
Rain,12.222222222222223,0.025400000000000002,2016-01-21,446
Rain,11.666666666666668,0.381,2014-02-04,92
Rain,18.333333333333336,0.025400000000000002,2017-04-22,812
"",15.0,0.0,2014-01-19,216
"",27.77777777777778,0.0,2017-06-10,953
"",23.88888888888889,0.0,2015-04-06,619
"",31.111111111111114,0.0,2017-07-18,404
"",32.22222222222222,0.025400000000000002,2015-09-05,750
"",20.555555555555557,0.0,2015-10-26,455
"",31.666666666666668,0.0,2016-08-08,377
"",28.333333333333336,0.0,2017-06-11,661
"Rain , Thunderstorm",17.77777777777778,0.762,2017-01-16,350
"",16.11111111111111,0.0,2016-03-04,644
"Fog , Rain , Thunderstorm",20.0,4.445,2014-05-27,203
"Fog , Rain , Thunderstorm",19.444444444444446,2.8448,2015-05-13,100
"",26.666666666666668,0.0,2014-05-21,259
"Fog , Rain , Thunderstorm",27.222222222222225,6.7564,2015-06-17,209
"",8.88888888888889,0.0,2016-01-27,409
"Rain , Thunderstorm",26.11111111111111,0.8889999999999999,2015-08-20,323
"",30.555555555555557,0.0,2015-08-03,444
"",22.77777777777778,"",2014-04-13,543
Rain,18.88888888888889,"",2016-11-18,411
"",27.222222222222225,0.0,2015-09-23,434
Rain,19.444444444444446,1.4224,2014-11-04,252
Rain,4.444444444444445,0.3302,2014-12-28,78
"Rain , Thunderstorm",27.222222222222225,0.8382000000000001,2016-11-01,398
"",29.444444444444446,0.0,2014-08-05,298
"",30.0,0.0,2015-08-27,384
"",28.333333333333336,0.0,2014-06-02,380
"",31.666666666666668,0.0,2016-07-14,449
"",-1.6666666666666667,0.0,2014-02-06,41
"",25.0,0.0,2015-09-14,448
Rain,15.0,"",2015-12-20,223
Rain,5.555555555555555,0.050800000000000005,2015-03-02,127
"",23.333333333333336,0.0,2014-05-18,611
"",32.77777777777778,0.0,2016-08-09,339
"",17.22222222222222,0.0,2014-11-10,517
"",1.1111111111111112,0.0,2014-02-07,65
"",30.555555555555557,0.0,2015-08-22,728
"",30.0,0.0,2016-06-18,783
"",23.88888888888889,0.0,2015-10-17,936
"",15.0,0.0,2016-01-14,600
"",24.444444444444446,0.0,2015-04-03,683
"",11.11111111111111,0.0,2016-03-21,541
"",26.666666666666668,0.0,2016-06-10,561
Rain,19.444444444444446,0.5842,2016-05-15,873
"",24.444444444444446,0.0,2016-10-12,482
"",16.11111111111111,0.0,2016-03-26,1249
"",22.77777777777778,0.0,2016-02-19,480
Rain,20.0,0.025400000000000002,2016-02-21,425
"",18.333333333333336,0.0,2016-11-28,291
"",23.333333333333336,0.0,2014-02-23,416
"",27.77777777777778,0.0,2015-09-26,855
"",17.22222222222222,0.0,2015-11-19,454
"",20.555555555555557,"",2017-03-07,395
"",28.333333333333336,0.0,2014-07-11,503
Rain,23.333333333333336,0.6604,2016-05-16,541
"",24.444444444444446,0.0,2014-04-01,261
Rain,26.11111111111111,"",2015-10-21,402
"",25.555555555555557,0.0,2017-05-30,568
"",25.555555555555557,0.0,2017-05-14,543
"",30.0,0.0,2017-06-21,336
"",21.11111111111111,0.0,2016-11-17,436
"",27.77777777777778,0.0,2015-10-01,576
"",25.555555555555557,0.0,2015-10-02,1375
Thunderstorm,23.88888888888889,0.0,2014-10-03,1203
"",23.333333333333336,"",2017-02-27,493
Rain,29.444444444444446,0.050800000000000005,2014-06-18,267
Rain,17.77777777777778,0.025400000000000002,2014-12-26,294
"",28.333333333333336,"",2016-09-03,894
"",31.111111111111114,0.0,2015-07-23,387
"",29.444444444444446,0.0,2016-10-16,519
"Rain , Thunderstorm",26.666666666666668,3.7846,2014-06-12,405
Rain,19.444444444444446,0.5842,2015-05-12,137
"",25.0,"",2014-04-03,286
"",29.444444444444446,0.0,2016-06-23,461
"Rain , Thunderstorm",22.22222222222222,1.9558,2016-05-14,578
"",19.444444444444446,0.0,2014-12-22,327
"",25.555555555555557,0.0,2017-03-27,598
"",17.77777777777778,0.0,2016-10-22,784
"",32.22222222222222,0.0,2017-07-22,599
"",23.333333333333336,0.0,2017-02-18,1437
Thunderstorm,30.555555555555557,0.0,2014-08-19,341
"",30.555555555555557,0.0,2016-08-02,419
"",16.666666666666668,0.0,2014-11-02,482
"",17.77777777777778,0.0,2016-02-13,1043
"",21.666666666666668,0.0,2015-05-02,1006
"Fog , Rain , Thunderstorm",28.333333333333336,2.6924,2016-07-27,258
"",30.0,0.0,2015-07-20,403
"",15.0,0.0,2015-12-14,368
"",18.88888888888889,0.0,2015-03-23,417
"",11.666666666666668,0.0,2016-02-26,510
"",28.333333333333336,0.0,2014-10-07,397
"Fog , Rain , Thunderstorm",11.11111111111111,0.381,2015-03-04,138
"Rain , Thunderstorm",26.11111111111111,0.6858000000000001,2016-05-10,474
"",29.444444444444446,0.0,2016-09-17,632
"",21.11111111111111,0.0,2015-10-19,557
"",31.666666666666668,0.0,2015-08-09,531
"Rain , Thunderstorm",23.333333333333336,0.508,2016-05-17,494
"Rain , Thunderstorm",21.666666666666668,1.0413999999999999,2015-04-17,455
"",6.666666666666667,0.0,2014-01-02,144
"",16.666666666666668,0.0,2015-12-09,383
Rain,28.88888888888889,0.2286,2014-07-24,306
"",18.88888888888889,0.0,2015-03-14,2738
"",18.333333333333336,0.0,2014-11-29,628
"",18.88888888888889,0.0,2016-11-27,411
Rain,1.1111111111111112,0.025400000000000002,2015-02-23,49
Rain,10.555555555555555,"",2014-12-23,105
Fog,20.555555555555557,0.0,2015-11-03,393
"",23.333333333333336,0.0,2017-05-08,524
"",13.88888888888889,0.0,2014-01-14,115
Rain,26.11111111111111,0.4318,2016-10-13,428
"",32.22222222222222,0.0,2014-08-20,301
"Fog , Rain , Thunderstorm",28.88888888888889,0.6096,2014-06-24,336
"Rain , Thunderstorm",27.77777777777778,2.7178,2017-06-26,428
"",21.11111111111111,0.0,2014-02-17,370
"",22.77777777777778,0.0,2017-05-06,916
"",25.555555555555557,0.0,2015-06-04,458
"",23.88888888888889,0.0,2014-10-25,796
"",25.555555555555557,0.0,2014-05-20,330
"",16.666666666666668,0.0,2016-11-26,566
"Rain , Thunderstorm",16.666666666666668,0.6858000000000001,2014-04-07,296
"",31.666666666666668,0.0,2015-07-28,455
"",17.77777777777778,0.0,2014-01-20,159
"",16.666666666666668,0.0,2016-02-02,347
Rain,1.1111111111111112,0.025400000000000002,2015-02-27,90
"",24.444444444444446,0.0,2014-05-05,420
"Rain , Thunderstorm",27.77777777777778,0.20320000000000002,2015-06-28,517
"",13.88888888888889,0.0,2017-01-09,308
"Rain , Thunderstorm",10.555555555555555,0.254,2014-12-17,132
"",12.777777777777779,0.0,2015-02-13,509
"Rain , Thunderstorm",27.222222222222225,1.2954,2014-09-12,281
"",28.88888888888889,0.0,2016-06-24,633
"",11.666666666666668,0.0,2014-11-24,291
"",28.333333333333336,0.0,2014-08-04,316
Rain,27.222222222222225,0.025400000000000002,2016-11-02,285
Rain,16.11111111111111,1.016,2016-03-10,317
"",13.88888888888889,0.0,2014-01-13,80
"",12.222222222222223,0.0,2014-11-11,231
Rain,21.11111111111111,0.025400000000000002,2015-03-17,2217
"",26.666666666666668,0.0,2015-10-09,1368
Fog,23.88888888888889,0.025400000000000002,2015-04-12,603
"Fog , Rain , Thunderstorm",27.77777777777778,8.966199999999999,2014-07-17,317
"",25.555555555555557,0.0,2015-06-03,491
"",10.0,0.0,2016-02-07,417
"",18.88888888888889,0.0,2014-04-30,340
"",31.111111111111114,0.0,2016-09-19,323
"",20.0,0.0,2016-10-10,1003
"",6.111111111111112,0.0,2015-02-26,142
"Rain , Thunderstorm",15.555555555555557,1.1684,2013-12-21,103
"",20.0,0.0,2014-01-31,135
"",32.22222222222222,0.0,2016-08-11,357
"",4.444444444444445,0.0,2014-02-05,62
"",31.111111111111114,0.0,2017-06-16,575
"Fog , Rain , Thunderstorm",14.444444444444445,3.4036000000000004,2014-04-14,174
"",27.222222222222225,0.0,2015-06-07,698
"Rain , Thunderstorm",32.22222222222222,0.10160000000000001,2017-07-23,438
"",30.0,0.0,2014-07-01,356
"Rain , Thunderstorm",22.22222222222222,0.1778,2017-05-23,366
Fog,16.666666666666668,0.0,2014-01-09,76
"",7.222222222222222,0.0,2016-01-17,974
"",28.88888888888889,0.0,2016-10-19,344
"",30.555555555555557,0.0,2015-07-22,469
"",27.77777777777778,0.0,2016-06-09,528
"",27.222222222222225,0.0,2014-09-22,357
"",18.333333333333336,0.0,2015-11-20,659
"",17.77777777777778,0.0,2017-04-06,634
"",27.77777777777778,0.0,2015-09-24,408
"",10.0,0.0,2016-01-12,571
"",22.77777777777778,"",2017-03-10,1192
Rain,26.666666666666668,"",2017-05-03,413
"Rain , Thunderstorm",28.88888888888889,0.7874,2014-07-16,319
"",17.77777777777778,0.0,2016-11-10,737
Rain,16.666666666666668,0.127,2015-03-26,394
Rain,24.444444444444446,0.40640000000000004,2015-10-22,347
"",21.11111111111111,0.0,2017-05-04,479
"",25.555555555555557,0.0,2014-06-10,354
"Rain , Thunderstorm",31.666666666666668,"",2014-08-26,251
"",32.22222222222222,0.0,2016-07-11,403
"",24.444444444444446,0.0,2014-05-04,641
Rain,22.77777777777778,1.9304000000000001,2015-05-24,1511
"",19.444444444444446,0.0,2017-02-21,416
"",10.555555555555555,0.0,2014-02-08,254
"",11.666666666666668,"",2013-12-27,115
"",14.444444444444445,0.0,2014-12-08,199
"",22.22222222222222,0.0,2014-09-24,346
Thunderstorm,12.777777777777779,0.0,2016-01-08,895
"",21.666666666666668,0.0,2016-05-04,419
"",8.88888888888889,0.0,2014-01-25,187
"",5.0,0.0,2015-01-05,179
"",28.88888888888889,0.0,2015-07-04,1337
Rain,22.22222222222222,0.025400000000000002,2014-03-27,268
"",13.333333333333334,0.0,2017-03-03,532
"",12.777777777777779,0.0,2015-12-16,292
"",30.555555555555557,0.0,2015-07-26,502
"",23.88888888888889,0.0,2017-03-23,557
"Fog , Rain , Thunderstorm",26.11111111111111,2.3622,2015-06-21,402
"",22.77777777777778,0.0,2014-05-17,781
"Rain , Thunderstorm",31.111111111111114,"",2017-07-17,413
"Rain , Thunderstorm",25.555555555555557,0.508,2015-05-28,306
"",30.0,0.0,2015-08-26,353
"",17.22222222222222,0.0,2016-02-17,368
"Rain , Thunderstorm",12.222222222222223,3.3782,2016-02-23,162
"",32.77777777777778,0.0,2014-08-22,354
"",25.0,0.0,2017-05-02,480
"",28.88888888888889,0.0,2014-09-08,301
"",24.444444444444446,0.0,2017-03-22,552
"",33.333333333333336,0.0,2015-08-12,470
"Fog , Rain , Thunderstorm",25.555555555555557,3.5305999999999997,2017-06-05,424
"",12.222222222222223,0.0,2015-02-19,385
"",18.333333333333336,0.0,2014-05-15,457
"",19.444444444444446,0.0,2014-11-23,488
"",20.555555555555557,0.0,2014-03-22,868
"",31.666666666666668,0.0,2017-07-09,443
"",22.22222222222222,0.0,2014-10-16,437
Rain,20.0,0.6096,2016-11-05,659
"",5.0,0.0,2015-02-02,89
"",31.666666666666668,0.0,2016-07-18,366
"",25.0,0.0,2015-09-13,658
Rain,18.88888888888889,0.762,2014-10-31,538
"",19.444444444444446,0.0,2015-11-10,363
"Rain , Thunderstorm",11.666666666666668,1.4986,2014-12-19,181
"",6.111111111111112,0.0,2015-01-04,171
"",29.444444444444446,0.0,2014-07-09,374
Rain,26.666666666666668,0.3048,2017-05-17,381
Rain,22.22222222222222,"",2014-10-22,318
"Rain , Thunderstorm",25.555555555555557,0.20320000000000002,2015-04-26,710
Rain,27.77777777777778,0.127,2016-09-10,664
"",12.222222222222223,0.0,2014-03-23,380
"",9.444444444444445,0.0,2015-02-06,300
"Rain , Thunderstorm",25.555555555555557,0.7874,2016-05-30,809
"",17.77777777777778,0.0,2016-11-29,315
"",32.77777777777778,0.0,2017-07-25,455
"",18.333333333333336,0.0,2017-04-24,741
"",16.666666666666668,0.0,2016-03-28,631
"",28.333333333333336,0.0,2015-09-30,410
"",32.77777777777778,0.0,2017-06-23,522
"",19.444444444444446,0.0,2015-04-30,474
"",18.88888888888889,0.0,2015-10-29,702
"",16.666666666666668,0.0,2017-01-22,345
"",32.22222222222222,0.0,2017-07-04,733
"",29.444444444444446,0.0,2015-07-09,426
"Fog , Rain",17.77777777777778,2.9718,2015-03-20,1598
"",12.777777777777779,0.0,2017-02-02,226
"",25.0,0.0,2015-05-31,765
"",10.555555555555555,0.0,2015-01-16,309
"",14.444444444444445,0.0,2017-03-02,420
"",32.77777777777778,"",2017-07-21,439
"",26.666666666666668,0.0,2016-03-15,1755
"",16.666666666666668,0.0,2016-01-30,1428
"Rain , Thunderstorm",2.2222222222222223,0.20320000000000002,2014-03-03,110
"",32.77777777777778,0.0,2015-08-13,320
Rain,12.777777777777779,0.025400000000000002,2017-03-12,950
"",23.88888888888889,0.0,2014-04-22,439
"",22.22222222222222,0.0,2017-05-24,578
Rain,26.11111111111111,0.1524,2014-05-08,243
"",28.88888888888889,0.0,2014-06-17,277
"Rain , Thunderstorm",31.666666666666668,0.025400000000000002,2017-07-24,396
"",17.22222222222222,"",2015-02-15,993
"",28.88888888888889,0.0,2015-09-01,364
Rain,22.77777777777778,"",2014-10-30,412
Rain,1.6666666666666667,0.254,2014-02-11,33
"",27.77777777777778,0.0,2014-07-05,1200
"Rain , Thunderstorm",20.555555555555557,0.2286,2014-10-13,750
"",25.555555555555557,0.0,2017-05-25,638
"",30.0,0.0,2016-06-26,619
"Rain , Thunderstorm",24.444444444444446,0.5588,2016-03-08,466
"Rain , Thunderstorm",16.666666666666668,1.5493999999999999,2017-01-15,180
"",15.555555555555557,0.0,2014-11-07,681
"Rain , Thunderstorm",21.666666666666668,2.2606,2015-10-31,656
"",22.77777777777778,0.0,2015-10-04,1642
"",27.222222222222225,0.0,2015-09-27,533
Rain,20.555555555555557,0.025400000000000002,2014-12-05,344
"",26.11111111111111,"",2014-05-22,370
"",31.666666666666668,0.0,2017-07-05,408
"",16.11111111111111,0.0,2015-11-13,511
"Rain , Thunderstorm",30.555555555555557,0.050800000000000005,2017-07-07,411
"",13.333333333333334,0.0,2015-01-19,469
Fog,20.0,0.0,2014-03-01,547
"Rain , Thunderstorm",31.666666666666668,0.127,2014-08-11,263
"",8.88888888888889,0.0,2014-01-30,68
"",31.666666666666668,0.0,2016-07-07,399
"",20.0,0.0,2016-03-06,1082
"",13.88888888888889,0.0,2014-03-25,341
"Rain , Thunderstorm",20.555555555555557,5.715,2016-05-19,319
Rain,10.555555555555555,1.143,2015-03-08,93
"",31.111111111111114,0.0,2015-09-08,347
"",28.333333333333336,"",2014-06-27,429
"",27.222222222222225,"",2015-07-02,481
"",32.22222222222222,0.0,2016-07-23,709
"",12.222222222222223,0.0,2016-02-24,253
"",7.777777777777779,0.0,2016-01-22,635
"",28.88888888888889,"",2017-05-18,528
"",31.666666666666668,0.0,2017-07-19,317
"Fog , Rain , Thunderstorm",28.88888888888889,1.905,2015-06-30,280
"",31.666666666666668,0.0,2014-08-25,279
"",29.444444444444446,0.0,2016-07-01,549
"",13.333333333333334,0.0,2016-02-10,325
"",31.666666666666668,0.0,2015-08-07,478
"",18.88888888888889,0.0,2015-04-21,374
"",30.0,"",2014-06-28,698
"",31.666666666666668,0.0,2017-07-02,811
Thunderstorm,24.444444444444446,0.0,2017-05-12,778
Rain,7.222222222222222,0.508,2016-01-02,400
"",7.222222222222222,"",2015-02-05,124
"",31.666666666666668,"",2017-07-01,697
"",21.666666666666668,0.0,2017-03-31,752
"",28.333333333333336,0.0,2014-06-04,536
"",12.222222222222223,0.0,2014-03-06,364
"Rain , Thunderstorm",23.88888888888889,3.0987999999999998,2017-05-20,665
"Rain , Thunderstorm",30.0,0.025400000000000002,2016-09-06,304
Rain,10.555555555555555,0.025400000000000002,2015-02-16,99
"",22.22222222222222,0.0,2016-01-31,1460
Rain,22.77777777777778,0.050800000000000005,2016-03-17,2213
"Rain , Thunderstorm",26.666666666666668,0.762,2016-08-17,252
"",21.11111111111111,0.0,2015-05-01,529
"Rain , Thunderstorm",23.333333333333336,"",2017-03-09,523
"Rain , Thunderstorm",17.77777777777778,1.016,2017-01-02,570
"",30.0,0.0,2014-07-25,406
Rain,10.0,"",2017-01-28,424
"",28.88888888888889,0.0,2017-07-16,471
"",29.444444444444446,0.0,2015-07-16,523
"",23.333333333333336,0.0,2016-10-08,2115
"",30.0,0.0,2016-09-21,391
"Rain , Thunderstorm",24.444444444444446,1.0922,2015-10-23,281
"Rain , Thunderstorm",5.0,0.508,2015-01-02,47
"",30.0,0.0,2016-06-21,439
"",8.88888888888889,0.0,2016-02-05,324
"Rain , Thunderstorm",18.333333333333336,0.2286,2015-04-10,463
"",24.444444444444446,0.0,2014-05-03,782
"",29.444444444444446,0.0,2016-08-24,414
"Rain , Thunderstorm",17.77777777777778,2.8448,2017-02-20,532
"",25.555555555555557,0.0,2014-09-29,342
Rain,11.666666666666668,0.40640000000000004,2015-01-21,102
"Rain , Thunderstorm",28.333333333333336,0.8889999999999999,2014-09-17,273
"",33.333333333333336,0.0,2017-07-29,425
"",29.444444444444446,"",2015-06-13,937
"",9.444444444444445,0.0,2015-02-18,341
"Rain , Thunderstorm",21.666666666666668,0.2286,2017-02-19,925
Rain,13.88888888888889,1.6764000000000001,2017-03-04,117
Thunderstorm,24.444444444444446,0.0,2014-03-28,531
Rain,15.555555555555557,3.9116,2015-12-13,208
"Rain , Thunderstorm",11.11111111111111,1.2954,2017-01-18,137
"",32.22222222222222,0.0,2017-07-13,443
"",27.222222222222225,0.0,2016-05-24,434
"",12.222222222222223,0.0,2017-02-15,280
"",3.8888888888888893,0.0,2015-01-13,118
Fog,15.0,0.0,2014-02-09,231
"",23.333333333333336,0.0,2016-10-28,660
Rain,22.77777777777778,0.0762,2016-03-30,387
Fog,6.111111111111112,0.0,2015-01-12,165
Rain,7.222222222222222,0.10160000000000001,2015-11-29,75
"",9.444444444444445,"",2015-03-07,717
"",14.444444444444445,0.0,2015-11-18,426
"",30.555555555555557,0.0,2015-07-19,517
"",21.666666666666668,"",2017-02-13,333
"",32.22222222222222,0.0,2016-07-06,365
"",29.444444444444446,0.0,2016-06-30,447
"",16.666666666666668,0.0,2014-11-08,1003
"",30.0,0.0,2014-07-30,360
"",12.777777777777779,"",2014-12-18,184
"",31.666666666666668,0.0,2016-07-20,377
"",13.333333333333334,0.0,2014-01-16,108
"Rain , Thunderstorm",23.88888888888889,4.0894,2016-06-03,533
"",25.0,0.0,2017-04-16,900
Rain,15.0,0.10160000000000001,2014-11-06,297
"",21.666666666666668,0.0,2016-03-13,1784
Thunderstorm,25.555555555555557,0.0,2015-05-26,461
"",20.0,0.0,2016-03-05,1089
Rain,25.0,"",2014-04-26,968
Rain,21.11111111111111,0.025400000000000002,2016-03-07,405
"",32.22222222222222,0.0,2015-08-11,295
"Rain , Thunderstorm",30.555555555555557,0.8382000000000001,2016-06-28,266
Rain,16.666666666666668,0.1524,2014-04-17,277
"",10.0,0.0,2013-12-29,255
"",6.666666666666667,0.0,2016-01-23,1078
"",25.555555555555557,0.0,2017-05-29,828
"",18.333333333333336,0.0,2015-12-21,373
"",28.88888888888889,0.0,2016-10-05,445
"",15.555555555555557,0.0,2017-01-03,359
"",31.666666666666668,0.0,2014-09-11,360
Rain,18.88888888888889,"",2016-03-12,1908
"",11.11111111111111,0.0,2015-12-03,271
Rain,25.0,"",2017-04-19,612
"Rain , Thunderstorm",10.555555555555555,0.0,2016-02-06,512
Rain,23.88888888888889,"",2017-04-13,668
Rain,16.11111111111111,0.025400000000000002,2014-03-10,1721
"",27.222222222222225,0.0,2014-10-06,577
"",28.88888888888889,0.025400000000000002,2015-06-12,569
"",22.77777777777778,0.0,2016-05-20,983
"",32.77777777777778,0.0,2017-07-28,402
"",9.444444444444445,0.0,2014-12-29,418
"",13.88888888888889,0.0,2015-03-10,479
"",30.555555555555557,0.0,2015-07-25,744
"",30.555555555555557,0.0,2014-07-29,255
Rain,24.444444444444446,"",2014-04-02,312
"",23.88888888888889,0.0,2017-04-04,674
"",8.88888888888889,0.0,2016-01-04,642
"",26.666666666666668,0.0,2014-04-28,385
"",20.555555555555557,0.0,2017-03-25,1351
"",24.444444444444446,0.0,2014-10-18,1044
"",24.444444444444446,0.0,2015-10-05,643
Fog,22.77777777777778,0.0,2016-10-31,534
"",30.0,0.0,2016-06-12,633
"",18.333333333333336,0.0,2014-04-09,390
"Rain , Thunderstorm",22.22222222222222,0.9144,2015-05-15,357
"",31.666666666666668,0.0,2016-07-05,392
"",17.77777777777778,0.0,2017-03-01,404
"Rain , Snow",5.555555555555555,0.1524,2014-01-23,26
"Fog , Rain",20.555555555555557,3.6068,2014-10-11,1522
"",18.333333333333336,0.0,2016-11-13,889
Rain,29.444444444444446,"",2017-06-12,526
"Rain , Thunderstorm",27.77777777777778,0.5588,2014-09-07,419
"",24.444444444444446,0.0,2017-02-11,872
"",32.22222222222222,0.0,2017-07-20,375
"",17.77777777777778,0.0,2015-03-27,746
"",13.333333333333334,0.0,2015-11-24,373
"",23.88888888888889,0.0,2015-05-04,367
Thunderstorm,31.111111111111114,0.0,2017-07-08,623
"Rain , Thunderstorm",26.11111111111111,0.4572,2016-05-29,1562
"",28.333333333333336,0.0,2017-04-28,705
"",18.88888888888889,0.0,2016-02-14,901
"",19.444444444444446,0.0,2016-11-12,1029
"",26.11111111111111,0.0,2015-10-10,2098
"",30.0,0.0,2015-07-14,366
"",21.11111111111111,0.0,2014-02-20,161
"",28.88888888888889,"",2015-07-03,940
"",29.444444444444446,0.0,2016-06-11,933
"",11.666666666666668,0.0,2015-02-12,213
"",25.0,0.0,2016-09-28,487
"",28.88888888888889,"",2015-09-11,498
"Fog , Rain",25.555555555555557,0.48260000000000003,2014-05-23,523
Rain,25.0,0.050800000000000005,2017-05-31,483
"",5.0,"",2015-12-28,148
Rain,8.88888888888889,"",2014-02-10,53
"",28.333333333333336,0.0,2014-06-20,588
"Rain , Thunderstorm",27.222222222222225,0.8382000000000001,2015-05-20,393
"",31.666666666666668,0.0,2015-08-04,378
Rain,8.333333333333334,0.050800000000000005,2015-02-22,169
"",27.77777777777778,0.0,2016-05-25,465
"",15.0,0.0,2016-01-15,966
"",18.88888888888889,0.0,2016-01-25,619
"",16.666666666666668,0.0,2015-01-28,245
Rain,26.666666666666668,0.3302,2014-09-19,309
"",21.666666666666668,0.0,2016-02-20,841
"",32.22222222222222,0.0,2015-08-05,537
"",23.333333333333336,0.0,2015-03-31,537
"",18.333333333333336,0.0,2014-12-13,430
"Rain , Thunderstorm",28.333333333333336,0.050800000000000005,2016-06-25,732
"",31.666666666666668,0.0,2015-08-25,308
"",27.222222222222225,0.0,2016-10-04,395
"",13.333333333333334,0.0,2017-02-09,351
"",24.444444444444446,0.0,2014-05-06,333
"Rain , Thunderstorm",24.444444444444446,"",2015-05-27,322
Fog,18.88888888888889,0.0,2016-02-01,404
"",25.555555555555557,0.0,2014-04-24,365
"",25.555555555555557,0.0,2017-05-16,436
"",28.88888888888889,0.0,2014-10-01,335
"",10.555555555555555,0.0,2016-11-20,500
"Fog , Rain , Thunderstorm",26.11111111111111,3.4036000000000004,2015-06-14,469
"",18.88888888888889,0.0,2014-04-19,1177
Rain,12.222222222222223,"",2016-01-16,828
Rain,18.333333333333336,"",2016-11-11,1010
